V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,Briefing,part,mediagebruik_1,mediagebruik_2,mediagebruik_3,mediagebruik_4,mediagebruik_5,mediagebruik_6,mediagebruik_7,mediagebruik_8,mediagebruik_9,ugt_1,ugt_2,ugt_3,ugt_4,ugt_5,ugt_6,ugt_7,ugt_8,ugt_9,ugt_10,ugt_11,ugt_12,ugt_13,ugt_14,ugt_15,ugt_16,ugt_17,ugt_18,ugt_19,ugt_20,ugt_21,ugt_22,ugt_23,ugt_24,ugt_28,ugt_29,ugt_30,nfm_1,nfm_2,nfm_3,nfm_4,nfm_5,nfm_6,corona1,corona2_1,corona2_2,corona2_3,corona2_4,corona2_5,corona2_6,corona2_7,corona2_8,corona2_9,corona2_10,corona2_11,corona2_12,corona2_13,corona3,corona4_1,corona4_2,corona4_3,corona4_4,Alg_app_intro1,alg_app_intro2,alg_app1_1,alg_app1_2,alg_app1_3,alg_app1_4,alg_app2_1,alg_app2_2,alg_app2_3,alg_app2_4,alg_app3_1,alg_app3_2,alg_app3_3,alg_app3_4,alg_app4_1,alg_app4_2,alg_app4_3,alg_app4_4,alg_app5_1,alg_app5_2,alg_app5_3,alg_app5_4,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_6,trust_media_7,trust_media_8,trust_media_9,pol_ken1_1,pol_ken1_2,pol_ken1_3,pol_ken1_4,pol_ken1_5,pol_ken1_6,pol_ken1_7,pol_ken1_8,pol_ken1_9,pol_ken1_10,pol_ken1_11,pol_ken1_12,pol_ken1_13,pol_ken1_14,pol_ken2,pol_ken3,pol_efficacy_1,pol_efficacy_2,pol_efficacy_5,pol_int,elect_part1,elect_part2,elect_part3,elect_part3_TEXT,DK_check,DK1,DK2,DK3,DK4,DK5,DK6,DK7,Overconfidence,Age,Gender,Education,Education_TEXT,Debriefing,LocationLatitude,LocationLongitude,LocationAccuracy
R_24C03WBaA4IDYss,Default Response Set,Anonymous,,,77.160.165.171,0,2020-04-21T01:15:51Z,2020-04-21T01:27:52Z,1,2,0.66666666666667,0.28867513459481,6,0.85714285714286,0.24397501823713,1,1,0,5,1,0,7,6,7,3,5,2,5,3,1,4,7,7,4,6,7,1,1,1,2,3,6,4,7,4,7,3,1,2,1,6,3,1,1,5,7,6,7,3,Covid-19,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,Den Bosch,2,1,2,2,1,1,4,1,2,3,3,2,4,1,2,3,1,4,3,1,2,4,3,2,1,4,7,5,7,2,5,1,2,7,3,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,99,1,2,5,1,2,4,5,89,,1,Tweede,8,Emily,"2,7",0.05,5 minuten,47,7,35,0,3,,1,52.378799438477,5.7704925537109,-1
R_2uwhrv33eeyMAQm,Default Response Set,Anonymous,,,143.176.69.64,0,2020-04-21T01:26:42Z,2020-04-21T01:34:15Z,1,1,1,0,4,0.8,0.27386127875258,1,1,4,7,2,4,4,1,3,0,4,2,1,1,4,2,3,2,2,4,6,2,2,3,1,2,1,3,1,4,6,2,1,3,1,4,2,4,3,5,3,2,3,4,covid-19,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,tilburg,2,2,2,3,1,1,2,3,4,1,1,2,4,3,2,3,4,1,1,4,2,3,1,2,3,4,2,1,4,4,2,4,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,4,3,4,3,4,5,83,,1,1e,7,juni,geen idee,ik werk met euros,100m,24,3,20,0,1,,1,51.609497070312,4.7843933105469,-1
R_2cdps4BEQwuKg9v,Default Response Set,Anonymous,,,80.56.19.126,0,2020-04-21T01:30:47Z,2020-04-21T01:41:07Z,1,0.5,0.5,0,4.5,0.75,0.27386127875258,1,1,0,2,1,3,0,1,5,3,3,2,4,2,4,4,4,5,3,4,3,4,4,3,4,4,3,4,4,3,3,2,5,5,6,4,2,4,4,4,4,3,5,5,COVID-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Tilburg,2,2,2,1,1,1,2,1,4,3,1,2,4,3,2,3,4,1,2,4,3,1,2,4,3,1,4,6,5,5,4,6,5,3,4,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,0,0,4,4,3,2,3,3,89,,1,3e,8,Juni,"2,4","0,10 cent",100,24,5,25,0,3,,1,52.043395996094,5.6773071289062,-1
R_2AXa8IzoryNMdma,Default Response Set,Anonymous,,,178.84.216.57,0,2020-04-21T01:46:34Z,2020-04-21T01:54:44Z,1,3.5,0.7,0.27386127875258,7,0.77777777777778,0.26352313834736,1,1,1,7,3,4,7,0,0,0,4,3,6,6,6,5,7,5,5,5,5,6,2,2,2,1,2,3,1,1,2,1,1,5,3,4,3,5,4,6,3,1,2,2,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,In Brabant (weet ik niet welke plaats),2,1,2,2,1,1,1,3,4,2,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,6,6,5,5,4,5,4,4,4,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,5,4,3,5,5,90,,1,tweede,8,Juni,0.027,"0,05",5 min,47 dagen,6,65,0,3,,1,52.400207519531,4.9385070800781,-1
R_1ePOfhLfcYMUt1A,Default Response Set,Anonymous,,,86.91.145.23,0,2020-04-21T02:32:54Z,2020-04-21T02:43:11Z,1,1,1,0,5,0.83333333333333,0.25819888974716,1,1,0,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,COVID-19,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,Budel,3,1,2,2,1,1,2,3,1,4,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,3,3,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,99,1,5,5,5,3,1,1,NA,,1,Eerste,7,Juni,9,10 cent,20000,6,4,38,0,3,,1,53.206604003906,5.7696990966797,-1
R_2VC40QNGUGsvhw6,Default Response Set,Anonymous,,,213.127.69.224,0,2020-04-21T02:41:19Z,2020-04-21T02:44:44Z,1,1.5,0.75,0.35355339059327,4.5,0.75,0.27386127875258,1,1,3,4,2,4,3,3,5,2,5,2,4,4,5,3,4,4,2,6,7,4,5,5,3,6,1,7,5,3,6,5,3,5,5,3,5,5,4,4,5,2,3,6,COVID-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,weet ik niet,2,2,2,3,1,1,2,1,4,3,2,1,3,4,1,3,2,4,2,1,4,3,1,3,2,4,2,3,2,4,5,4,6,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,4,6,2,4,3,81,,1,weet ik niet,weet ik ook niet,weet ik ook niet,weet ik ook niet,weet ik ook niet,weet ik ook niet,weet ik ook niet,1,18,0,1,,1,52.311096191406,4.8609924316406,-1
R_1Q44dLC1iOsiyyf,Default Response Set,Anonymous,,,213.127.7.173,0,2020-04-21T02:48:11Z,2020-04-21T02:54:40Z,1,3,0.6,0.22360679774998,5.5,0.78571428571429,0.26726124191242,1,1,5,7,3,6,5,5,4,5,6,5,5,6,5,3,5,6,6,6,4,6,6,6,5,4,5,5,5,7,6,6,6,5,5,6,5,5,6,5,6,6,5,6,Covid-19,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,Tilburg,2,1,2,3,1,1,2,1,3,4,4,3,1,2,3,4,2,1,2,4,3,1,3,4,2,1,4,5,3,2,5,6,5,3,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,5,4,5,4,5,5,89,,1,Tweede,8,Emily,"0,3",0.10,5 min,47,6,35,0,5,,1,52.311096191406,4.8609924316406,-1
R_VWtzONYaM9pko13,Default Response Set,Anonymous,,,143.176.246.32,0,2020-04-21T02:49:18Z,2020-04-21T02:58:01Z,1,2.5,0.625,0.25,7,0.77777777777778,0.26352313834736,1,1,1,4,6,4,7,5,5,5,7,4,5,3,3,7,7,7,7,7,6,6,4,5,3,4,2,4,6,5,6,4,5,3,2,3,3,4,6,5,6,3,4,3,COVID-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,5,4,5,4,4,5,4,5,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,5,5,3,2,4,5,83,,1,1,8,Emily,3,"0,5 dollar",5,47,6,27,0,5,,1,52.063003540039,5.1215057373047,-1
R_2U4P9WTl1ZpJwVB,Default Response Set,Anonymous,,,87.209.30.18,0,2020-04-21T03:10:29Z,2020-04-21T03:19:59Z,1,3,0.6,0.22360679774998,6.5,0.8125,0.25877458475338,1,1,7,7,7,5,6,5,7,5,7,6,7,6,6,5,7,7,6,6,7,7,6,5,4,6,7,6,7,6,5,7,6,7,6,7,5,7,4,7,7,6,6,7,covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Loon,2,1,2,2,1,1,1,4,2,3,4,3,1,2,4,2,3,1,4,3,2,1,3,4,2,1,6,7,6,7,6,7,6,7,7,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,99,6,7,6,5,4,4,89,,1,tweede,8,Emily's,27000,"0,10",2824,23,4,19,0,5,,1,51.990798950195,5.9219970703125,-1
R_3KJEbP8HuW0rc9X,Default Response Set,Anonymous,,,77.171.125.103,0,2020-04-21T03:21:31Z,2020-04-21T03:30:10Z,1,3,0.6,0.22360679774998,7,0.77777777777778,0.26352313834736,1,1,3,2,0,3,4,0,4,0,4,1,1,1,1,4,5,3,5,5,6,6,1,1,3,3,1,3,1,1,1,1,1,1,4,4,1,3,1,5,1,3,2,3,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,3,2,4,1,3,2,4,1,4,3,2,1,4,1,2,3,4,2,3,1,6,7,2,4,4,4,7,4,6,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,5,2,5,3,4,5,89,,1,Eerste,7,Emily,"0,027","0,05",100,47,5,21,0,5,,1,51.917007446289,4.5650939941406,-1
R_3j23gtryMaP5Gsw,Default Response Set,Anonymous,,,85.146.122.255,0,2020-04-21T03:30:45Z,2020-04-21T03:33:14Z,1,0,0,0,2,0.66666666666667,0.28867513459481,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,11 feb 2020,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,27 feb 2020,1,1,1,1,1,1,1,3,2,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,3,3,3,1,5,4,84,,1,afs,asdfasdf,fds,fasd,asdfdas,dsfadadsf,asdfd,7,23,0,5,,1,51.889495849609,4.4680938720703,-1
R_OGO07hRnmre500p,Default Response Set,Anonymous,,,82.73.123.86,0,2020-04-21T03:33:29Z,2020-04-21T03:36:42Z,1,0,0,0,1,1,0,1,1,6,5,4,3,2,2,3,3,4,4,3,2,1,1,2,3,4,5,6,6,5,4,3,4,4,3,3,3,5,4,5,5,4,4,4,5,7,6,5,4,3,2,Niks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Brabant,3,2,3,2,1,1,2,1,3,4,3,1,2,4,3,2,1,4,2,1,4,3,1,4,3,2,7,6,5,4,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,7,6,5,1,1,1,NA,,2,,,,,,,,NA,28,0,4,,1,52.849105834961,5.6990051269531,-1
R_2aY4fNlHENNhM2A,Default Response Set,Anonymous,,,84.104.182.150,0,2020-04-21T03:21:11Z,2020-04-21T03:39:03Z,1,0.5,0.5,0,2,0.66666666666667,0.28867513459481,1,1,2,4,6,2,2,0,6,2,1,5,1,6,7,2,4,7,1,5,6,4,2,4,4,7,6,1,3,4,6,1,4,2,2,4,6,7,2,7,1,6,4,6,covid-19,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delft,1,2,3,1,1,1,2,4,3,1,4,3,2,1,4,3,1,2,2,3,1,4,2,3,1,4,1,3,3,5,2,7,2,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,0,0,2,4,4,4,2,2,NA,,1,2,8,emily,6,"0,05",5,50,4,19,0,3,,1,51.624298095703,4.7404937744141,-1
R_2PbvnTA2SA43IvD,Default Response Set,Anonymous,,,109.37.137.26,0,2020-04-21T03:37:18Z,2020-04-21T03:50:23Z,1,2.5,0.625,0.25,7,0.77777777777778,0.26352313834736,1,1,1,7,7,4,7,7,7,0,4,1,4,7,7,3,4,5,6,6,3,4,1,4,4,1,7,4,4,4,7,1,4,4,4,4,4,4,3,2,1,1,1,4,Covid 19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Noord Brabant,2,1,2,2,1,1,2,3,4,1,1,2,3,4,2,1,3,4,1,3,2,4,3,2,4,1,1,5,3,3,4,1,7,6,2,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,99,1,1,1,3,3,5,5,89,,1,1,8,Emily,0.18,?,5,47,3,24,0,4,,1,52.166595458984,5.4111938476562,-1
R_2dzIWgVk5doMAYZ,Default Response Set,Anonymous,,,83.160.131.115,0,2020-04-21T03:55:11Z,2020-04-21T04:02:45Z,1,0,0,0,3,0.75,0.28867513459481,1,1,2,3,1,5,5,4,6,3,3,3,6,5,6,4,5,1,4,6,4,5,7,6,5,3,6,6,4,5,6,6,4,6,5,5,6,6,7,6,5,3,5,5,Kovid-19,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,Brabant,3,1,2,1,1,1,1,2,3,4,2,3,1,4,1,3,2,4,3,1,2,4,1,3,2,4,7,5,6,7,7,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,5,7,3,4,4,86,,1,tweede plaats,8,Juni,270,0.10 dollar,100,Weet het niet,4,21,0,5,,1,52.365203857422,4.6063995361328,-1
R_D0lk8DKxknW3ekV,Default Response Set,Anonymous,,,217.62.181.28,0,2020-04-21T04:15:22Z,2020-04-21T04:15:32Z,1,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,,NA,,NA,NA,,NA,51.691497802734,5.0861053466797,-1
R_2uTG05m9gBDphl2,Default Response Set,Anonymous,,,83.87.70.191,0,2020-04-21T04:18:17Z,2020-04-21T04:26:35Z,1,2.5,0.625,0.25,5.5,0.78571428571429,0.26726124191242,1,1,0,7,7,1,1,3,0,0,0,1,1,2,2,4,6,7,7,7,7,7,7,7,7,7,7,4,4,5,5,6,6,5,4,6,7,7,5,5,6,2,6,7,Covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,3,1,1,4,2,3,1,4,2,3,1,1,2,3,4,4,3,2,1,4,3,2,1,5,6,7,4,4,7,6,6,4,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,5,4,6,2,2,2,NA,,1,Eerste,7,Emily,2700,"0,10",100,24,7,19,0,1,,1,52.094100952148,5.0084991455078,-1
R_3JluMMSpLGgdUXX,Default Response Set,Anonymous,,,213.127.79.25,0,2020-04-21T04:21:34Z,2020-04-21T04:26:41Z,1,0,0,0,2,0.66666666666667,0.28867513459481,1,1,0,1,2,3,4,5,6,7,5,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,1,2,3,4,5,6,yes,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,yes,1,2,3,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,5,6,7,7,6,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,0,0,1,2,3,1,2,1,NA,,1,yes,yes,yes,yes,yes,yes,yes,2,yes,0,1,,1,52.356399536133,4.8802032470703,-1
R_56cwDAyU8uNWtqN,Default Response Set,Anonymous,,,213.127.101.204,0,2020-04-21T04:21:22Z,2020-04-21T04:40:01Z,1,1,0.5,0,4.5,0.75,0.27386127875258,1,1,0,1,0,7,7,7,6,0,5,1,1,1,3,2,5,5,5,5,4,6,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,5,4,2,1,7,4,Covid19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Wuhan,2,3,2,3,1,1,2,3,4,1,1,4,3,2,2,3,4,1,2,4,3,1,2,3,4,1,1,1,7,1,7,1,4,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,99,0,2,7,2,2,3,5,92,,1,Tweede,7,Emily,90,0.10,1 min.,24 dagen,6,44,0,3,,1,51.450897216797,5.4757995605469,-1
R_2sTrsLiihoAQ3oE,Default Response Set,Anonymous,,,84.241.192.27,0,2020-04-21T05:26:38Z,2020-04-21T05:26:52Z,1,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,,NA,,NA,NA,,NA,52.367202758789,4.9179992675781,-1
R_3JxsYph0NtoxN1B,Default Response Set,Anonymous,,,145.53.244.72,0,2020-04-21T05:10:07Z,2020-04-21T05:33:08Z,1,1,0.5,0,6,0.85714285714286,0.24397501823713,1,1,3,3,5,7,7,0,0,0,0,4,5,5,5,5,5,5,5,5,3,3,1,1,5,1,1,1,3,4,1,1,4,4,5,5,1,1,1,5,2,1,1,2,Covid-19,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,3,2,4,1,7,1,7,1,5,5,7,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,2,6,1,2,5,5,81,,1,Eerste,8,Emily,27000,10 cent,5 minuten,47,6,47,0,3,,1,52.533996582031,6.0569000244141,-1
R_2tFHBgCPvAvcpY3,Default Response Set,Anonymous,,,145.130.8.110,0,2020-04-21T05:47:18Z,2020-04-21T05:55:51Z,1,0,0,0,3.5,0.7,0.27386127875258,1,1,3,0,2,3,1,5,6,2,4,3,4,4,2,4,2,5,3,5,4,4,1,7,2,4,5,3,4,4,3,3,4,4,3,3,6,5,7,4,5,5,3,3,COVID-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,Tilburg,1,2,2,3,1,1,2,3,4,1,3,4,2,1,3,4,1,2,2,4,3,1,4,3,2,1,1,3,3,4,4,5,3,3,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,0,0,2,4,4,2,1,1,NA,,2,,,,,,,,NA,17,0,3,,1,52.043395996094,5.6773071289062,-1
R_QadOHYNsFGHBs1X,Default Response Set,Anonymous,,,82.161.41.64,0,2020-04-21T05:41:58Z,2020-04-21T06:03:43Z,1,3,0.6,0.22360679774998,5,0.83333333333333,0.25819888974716,1,1,4,3,5,0,0,6,3,0,4,2,4,3,3,5,5,4,6,4,2,3,7,1,2,1,1,1,2,1,3,2,1,1,6,5,1,5,7,6,5,4,3,3,COVID19,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,Almere,2,1,2,3,1,1,1,3,4,2,2,3,4,1,2,3,4,1,2,3,1,4,2,3,4,1,7,3,7,3,5,2,6,6,4,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,3,4,1,2,2,3,96,,1,tweede plaats,8 schapen,Juni,"0,3 m3",10 cent,1u en 40 min,47,6,37,0,4,,1,52.380599975586,4.8737945556641,-1
R_2B8JxoG2bE0k1ZY,Default Response Set,Anonymous,,,62.251.57.65,0,2020-04-21T06:02:58Z,2020-04-21T06:15:02Z,1,0,0,0,5.5,0.78571428571429,0.26726124191242,1,1,7,3,0,7,5,0,4,5,1,1,2,6,7,4,7,3,6,7,6,3,1,1,5,6,1,1,6,7,1,5,1,1,6,5,2,1,5,7,1,4,7,5,Covid 19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Wohan,3,1,2,2,1,1,2,3,4,1,3,2,1,4,2,3,1,4,3,2,1,4,1,3,4,2,5,7,5,4,4,7,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,0,5,7,4,2,2,4,89,,2,,,,,,,,NA,20,0,5,,1,52.094100952148,5.0503997802734,-1
R_32LWMhD6Ax3EtIp,Default Response Set,Anonymous,,,86.93.69.43,0,2020-04-21T06:09:32Z,2020-04-21T06:23:10Z,1,0.5,0.5,0,5.5,0.78571428571429,0.26726124191242,1,1,4,3,2,5,5,3,5,4,6,6,5,6,7,5,6,6,5,6,6,6,6,5,7,7,7,5,3,4,1,5,4,6,6,6,5,7,7,6,6,6,7,6,Covid-19,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,Brabant,2,3,2,2,1,1,4,2,3,1,3,2,4,1,1,2,3,4,1,3,2,4,4,3,1,2,7,4,7,5,6,6,6,6,7,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,99,0,7,6,3,3,4,1,NA,,1,De tweede plaats,8 schapwn,Juni,Weet ik niet,0.05,100 minuten,24 dagen,5,37,0,4,,1,52.268493652344,6.7893981933594,-1
R_uqDcWVQiOCN9jUd,Default Response Set,Anonymous,,,83.84.69.124,0,2020-04-21T06:28:05Z,2020-04-21T06:37:08Z,1,0.5,0.5,0,5,0.83333333333333,0.25819888974716,1,1,3,3,4,6,6,5,4,3,5,4,4,5,5,3,6,7,4,6,5,4,1,5,5,4,3,3,6,6,6,4,6,5,6,5,5,4,2,5,6,5,4,5,COVID-19,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Tilburg,2,1,2,3,1,1,2,1,3,4,2,1,4,3,2,1,4,3,2,1,4,3,4,2,1,3,6,5,5,5,6,5,6,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,5,5,4,3,4,80,,1,Tweede,8,Juni,27000,Weet ik niet,"0,6 seconden",Weet ik niet,5,24,0,4,,1,52.053207397461,4.3022003173828,-1
R_2DTuRJyRC3MLwBt,Default Response Set,Anonymous,,,143.179.58.70,0,2020-04-21T06:37:16Z,2020-04-21T07:07:29Z,1,4,0.66666666666667,0.25819888974716,5.5,0.78571428571429,0.26726124191242,1,1,0,6,5,7,4,0,4,0,2,3,5,4,6,7,5,1,4,3,5,4,2,3,2,4,4,3,5,5,3,4,3,4,3,4,1,1,3,4,3,1,3,5,Covid-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Geen idee,2,2,2,2,1,1,4,3,2,1,3,2,4,1,4,2,3,1,4,2,3,1,4,2,3,1,5,4,3,3,5,4,3,5,4,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,3,5,3,4,4,89,,1,Tweede,8,Emily,0.0027,5 cent,5 minuten,47 dagen,5,19,0,4,,1,51.908096313477,4.4561004638672,-1
R_1dELHEQAy7DOsi4,Default Response Set,Anonymous,,,217.100.207.13,0,2020-04-21T07:27:21Z,2020-04-21T07:34:23Z,1,0,0,0,4,0.8,0.27386127875258,1,1,0,0,1,0,0,0,1,0,3,1,1,1,1,2,2,2,2,4,3,3,1,1,1,2,1,2,1,2,1,1,1,2,2,3,3,3,6,4,5,4,4,6,COVID-19,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,Wuhan,3,1,2,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,4,5,4,4,3,2,4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,7,3,3,1,1,1,NA,,1,Tweede,8,Emily,"0,3","€0,10",100,47,6,22,0,3,,1,51.385894775391,6.2028045654297,-1
R_1giGKS04KExmin9,Default Response Set,Anonymous,,,80.57.33.35,0,2020-04-21T07:26:38Z,2020-04-21T07:37:24Z,1,2.5,0.625,0.25,5.5,0.78571428571429,0.26726124191242,1,1,0,2,4,4,4,0,3,6,3,3,5,6,6,3,3,4,6,6,4,4,3,3,5,1,4,4,7,7,7,7,6,6,3,4,2,3,3,3,4,5,4,3,Convid19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,1,2,3,4,1,4,3,2,3,2,4,1,2,3,4,1,3,2,4,1,1,4,5,6,4,3,4,5,5,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,5,3,4,2,2,2,NA,,1,Tweede,8,Emily,1800cm3,"0,10",1 min,47,3,27,0,4,,1,51.466598510742,5.8175964355469,-1
R_1mfLZrgvsblLEca,Default Response Set,Anonymous,,,83.86.225.48,0,2020-04-21T07:41:00Z,2020-04-21T07:48:46Z,1,0,0,0,2.5,0.625,0.25,1,1,5,5,5,4,6,6,5,6,3,4,6,5,4,4,5,3,6,6,7,7,4,5,3,3,6,7,5,7,7,5,6,6,4,7,6,7,6,7,5,6,6,7,COVID,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,3,1,3,3,1,1,3,1,2,4,1,2,4,3,1,3,4,2,4,1,2,3,2,1,4,3,6,7,6,6,5,7,6,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,99,99,6,7,5,4,3,3,86,,1,3e plaats,8 schapen,Emily,27000,"Dat kun je niet berekenen want er staat een euro teken, en ze vragen het in dollars",5 minuten,Snap ik niet,5,21,1,5,,1,51.951400756836,4.5847930908203,-1
