V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,Briefing,part,mediagebruik_1,mediagebruik_2,mediagebruik_3,mediagebruik_4,mediagebruik_5,mediagebruik_6,mediagebruik_7,mediagebruik_8,mediagebruik_9,ugt_1,ugt_2,ugt_3,ugt_4,ugt_5,ugt_6,ugt_7,ugt_8,ugt_9,ugt_10,ugt_11,ugt_12,ugt_13,ugt_14,ugt_15,ugt_16,ugt_17,ugt_18,ugt_19,ugt_20,ugt_21,ugt_22,ugt_23,ugt_24,ugt_28,ugt_29,ugt_30,nfm_1,nfm_2,nfm_3,nfm_4,nfm_5,nfm_6,corona1,corona2_1,corona2_2,corona2_3,corona2_4,corona2_5,corona2_6,corona2_7,corona2_8,corona2_9,corona2_10,corona2_11,corona2_12,corona2_13,corona3,corona4_1,corona4_2,corona4_3,corona4_4,Alg_app_intro1,alg_app_intro2,alg_app1_1,alg_app1_2,alg_app1_3,alg_app1_4,alg_app2_1,alg_app2_2,alg_app2_3,alg_app2_4,alg_app3_1,alg_app3_2,alg_app3_3,alg_app3_4,alg_app4_1,alg_app4_2,alg_app4_3,alg_app4_4,alg_app5_1,alg_app5_2,alg_app5_3,alg_app5_4,trust_media_1,trust_media_2,trust_media_3,trust_media_4,trust_media_5,trust_media_6,trust_media_7,trust_media_8,trust_media_9,pol_ken1_1,pol_ken1_2,pol_ken1_3,pol_ken1_4,pol_ken1_5,pol_ken1_6,pol_ken1_7,pol_ken1_8,pol_ken1_9,pol_ken1_10,pol_ken1_11,pol_ken1_12,pol_ken1_13,pol_ken1_14,pol_ken2,pol_ken3,pol_efficacy_1,pol_efficacy_2,pol_efficacy_5,pol_int,elect_part1,elect_part2,elect_part3,elect_part3_TEXT,DK_check,DK1,DK2,DK3,DK4,DK5,DK6,DK7,Overconfidence,Age,Gender,Education,Education_TEXT,Debriefing,LocationLatitude,LocationLongitude,LocationAccuracy
R_3g74QfMPaoDbZm9,Default Response Set,Anonymous,,,77.163.28.229,0,2020-04-17T12:42:21Z,2020-04-17T12:50:23Z,1,0.5,0.5,0,3,0.6,0.22360679774998,1,1,0,7,5,7,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,Geen idee,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA, Breda,3,1,3,3,1,1,2,3,1,4,2,1,3,4,1,2,4,3,2,3,4,1,3,4,2,1,6,7,7,5,4,4,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99,4,7,3,1,1,1,NA,,2,,,,,,,,NA,45,0,3,,1,53.156692504883,5.5643005371094,-1
R_3KC5kuLkmSGGc93,Default Response Set,Anonymous,,,109.36.138.3,0,2020-04-17T12:50:05Z,2020-04-17T13:04:41Z,1,0.5,0.5,0,3.5,0.7,0.27386127875258,1,1,1,2,1,1,3,2,1,1,3,5,4,6,5,4,6,6,6,6,4,6,7,4,4,2,3,3,5,6,3,4,4,3,5,5,3,5,5,4,4,6,5,5,covid 19,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,arnhem,1,1,3,3,1,1,1,2,3,4,1,2,3,4,3,2,4,1,2,3,4,1,2,4,1,3,6,6,6,5,3,3,6,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,0,6,5,5,3,3,3,89,,1,1,7,juni,1,10 cent,100 minuten,24,3,42,1,4,,1,51.577896118164,5.0746002197266,-1
R_ymCTOKsvptqbLq1,Default Response Set,Anonymous,,,87.212.137.229,0,2020-04-17T13:06:29Z,2020-04-17T13:23:47Z,1,4,0.66666666666667,0.25819888974716,6.5,0.8125,0.25877458475338,1,1,0,7,7,7,6,0,0,0,2,5,3,5,5,6,6,6,5,6,4,5,1,3,4,2,2,3,1,2,3,2,4,3,5,3,1,1,3,2,2,1,1,3,Covid19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,2,3,4,1,2,3,4,1,1,2,4,3,1,3,4,2,1,2,4,3,1,2,5,6,4,1,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,3,6,3,5,5,82,,1,Eerste,7,Juni,"0,3","0,10",100,24,5,31,0,5,,1,52.089202880859,5.12939453125,-1
R_1mIAAplQKZgh1bN,Default Response Set,Anonymous,,,78.109.7.167,0,2020-04-17T13:23:51Z,2020-04-17T13:26:31Z,1,0,0,0,0,0,0,1,1,6,5,5,5,5,5,4,3,3,6,6,5,4,3,3,2,1,1,1,2,3,4,5,6,7,6,6,6,6,6,6,6,6,5,4,3,7,6,5,4,3,2,covid9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,amsterdam,1,2,1,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,6,5,4,3,2,1,2,3,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,6,6,6,4,4,4,87,,1,2,7,2,018,niks,g,hg,3,38,1,3,,1,52.382400512695,4.8995056152344,-1
R_2wT4RupmU5a26kd,Default Response Set,Anonymous,,,82.73.156.95,0,2020-04-17T13:22:04Z,2020-04-17T13:33:18Z,1,1.5,0.5,0,6.5,0.8125,0.25877458475338,1,1,0,2,2,7,3,3,3,0,1,3,2,4,4,4,4,5,5,2,5,5,2,1,2,2,2,2,5,4,4,4,2,2,4,4,2,3,3,3,2,3,2,3,COVID-19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Breda,2,1,2,2,1,1,3,4,2,1,2,1,4,3,3,4,1,2,4,2,1,3,2,4,1,3,4,2,5,2,4,4,3,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,99,0,2,5,3,2,4,4,96,,1,Tweede,0,Emily,0.27,,100,47,4,23,1,5,,1,53.222198486328,6.56640625,-1
R_1pnjOfWTS5QI1Iy,Default Response Set,Anonymous,,,86.92.207.12,0,2020-04-17T13:22:38Z,2020-04-17T13:34:27Z,1,1,0.5,0,5.5,0.78571428571429,0.26726124191242,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,4,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,4,4,5,7, Iets met conn9,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Limburg,2,1,2,2,1,1,3,1,2,4,4,1,2,3,3,1,2,4,3,1,2,4,3,1,2,4,7,7,3,3,4,4,6,1,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,99,0,6,4,5,5,5,5,83,,1,2,8,Geen idee,Geen idee,Geen idee,500,Geen idee,1,22,1,3,,1,52.142501831055,5.3668975830078,-1
R_2D6pzkOXTacs2Oq,Default Response Set,Anonymous,,,83.86.50.36,0,2020-04-17T13:28:23Z,2020-04-17T13:36:49Z,1,3,0.75,0.28867513459481,4,0.8,0.27386127875258,1,1,3,4,6,4,0,2,7,0,0,2,2,4,5,6,7,7,6,7,7,7,6,5,5,6,5,4,5,6,4,4,2,2,4,5,2,4,6,3,2,5,5,6,Covid-19,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,Brabant,2,2,2,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,3,4,5,3,6,1,5,6,3,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,2,1,2,4,4,89,,1,Twee,8,Emily,21,"0,10",5 minuten,24,5,21,0,3,,1,52.18879699707,4.4364929199219,-1
R_3FR3lyGwVwNM0vv,Default Response Set,Anonymous,,,89.205.131.55,0,2020-04-17T13:34:42Z,2020-04-17T13:43:33Z,1,1,0.5,0,5,0.83333333333333,0.25819888974716,1,1,3,5,4,3,3,3,3,3,3,2,2,2,3,3,4,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,1,3,2,3,Covid 19q,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,Loon op zand,2,1,2,2,1,1,2,3,1,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,3,3,3,3,4,4,92,,1,2,7,Emily,2700,1,5,24,6,28,0,3,,1,52.277496337891,5.1728057861328,-1
R_DoUKTlxAPn629S9,Default Response Set,Anonymous,,,78.109.7.167,0,2020-04-17T13:48:15Z,2020-04-17T13:54:44Z,1,1.5,0.5,0,4.5,0.75,0.27386127875258,1,1,7,6,6,6,6,5,4,4,4,7,6,5,5,5,5,5,5,4,3,3,3,2,2,2,2,2,3,4,5,5,5,5,5,5,6,6,6,5,4,3,2,1,COVID9,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,lIMBURG,2,2,2,2,1,1,1,2,3,4,2,1,3,4,1,3,2,4,3,1,2,4,1,3,4,2,6,6,5,4,4,4,4,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,5,4,5,5,5,85,,1,TWEEDE,7,JUNI,200,1,9,WEEK,1,35,1,3,,1,52.382400512695,4.8995056152344,-1
R_2ffkLJkKexvLbts,Default Response Set,Anonymous,,,77.172.174.3,0,2020-04-17T13:38:19Z,2020-04-17T14:10:15Z,1,3,0.75,0.28867513459481,5,0.83333333333333,0.25819888974716,1,1,0,3,0,1,0,3,2,2,2,5,4,4,3,2,5,4,5,4,4,5,4,4,3,2,3,4,6,5,3,2,4,2,2,3,5,4,4,3,4,2,5,3,Covid 19,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,Tilburg,2,1,2,3,1,1,1,2,3,4,1,2,3,4,1,2,4,3,4,2,3,1,3,2,1,4,4,7,7,3,4,3,4,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,4,3,2,2,1,3,81,,1,Tweede,8,Emily,"0,30","50,05",100,5,3,34,1,4,,1,51.498199462891,5.3872985839844,-1
R_3JdROq2MZ26cMt6,Default Response Set,Anonymous,,,82.173.97.35,0,2020-04-17T14:11:10Z,2020-04-17T14:15:07Z,1,0.5,0.5,0,2,0.66666666666667,0.28867513459481,1,1,2,0,1,4,4,3,2,1,4,2,2,3,4,5,7,5,4,4,6,5,4,3,3,4,4,3,5,4,3,3,4,4,3,3,4,3,7,5,6,4,3,2,Ycgfgbj,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,Gggghb,3,3,1,2,1,1,1,2,3,4,1,3,4,2,1,3,2,4,1,2,3,4,1,2,3,4,3,5,5,3,3,2,5,5,3,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,99,0,2,5,4,3,3,2,NA,,1,Hhggg,Vbjb,Vbbbvcc,Hgfggg,Yfbbb,Ggggg,Ud g bxt,4,Gcc,1,3,,1,51.565307617188,5.0543060302734,-1
R_234x8ZwcwPgPZlJ,Default Response Set,Anonymous,,,213.73.229.62,0,2020-04-17T13:56:20Z,2020-04-17T14:17:33Z,1,4,0.66666666666667,0.25819888974716,7.5,0.83333333333333,0.25,1,1,0,2,7,7,7,0,0,0,3,3,4,4,4,4,5,5,5,5,4,5,3,4,4,4,4,4,2,2,2,2,3,4,5,4,4,5,4,5,3,3,3,5,COVID-19,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,Loon op Zand,2,1,2,2,1,1,3,2,4,1,2,3,4,1,3,2,4,1,2,3,4,1,3,2,4,1,5,5,6,4,4,4,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,4,5,3,2,4,5,89,,1,Eerste,8,Emily,"0,27 m3","0,10",5 minuten,47,7,45,1,3,,1,51.764404296875,5.5097045898438,-1
R_PuE5WaaiMcx5mrD,Default Response Set,Anonymous,,,213.127.114.30,0,2020-04-17T14:38:53Z,2020-04-17T14:42:23Z,1,1.5,0.75,0.35355339059327,1,1,0,1,1,0,1,2,3,4,5,6,7,6,1,2,3,4,5,6,7,6,5,4,3,2,1,2,3,4,5,6,7,6,5,4,3,2,1,2,3,1,2,3,4,5,6,gy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,2,3,2,1,1,3,2,4,1,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3,4,5,6,7,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,4,5,2,4,4,88,,1,m,,,,,,,7,22,1,4,,1,52.363998413086,4.8659973144531,-1
R_1IGFP9Vjev9k3gq,Default Response Set,Anonymous,,,94.215.154.173,0,2020-04-17T14:26:02Z,2020-04-17T14:43:29Z,1,1.5,0.5,0,7,0.77777777777778,0.26352313834736,1,1,5,7,5,0,0,0,7,0,5,4,5,4,3,3,4,3,3,4,2,4,2,2,1,2,3,3,3,2,4,2,2,3,5,4,3,3,3,5,3,3,3,3,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,1,2,2,1,1,4,2,3,1,2,3,4,1,4,2,3,1,4,2,3,1,4,2,3,1,6,5,4,6,3,4,4,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,5,4,2,3,5,5,87,,1,2,8,Emily,Niets,Gratis,5 minuten,47 dagen,5,47,0,3,,1,52.565704345703,5.9367065429688,-1
R_3GDKVWvlBhOcI5z,Default Response Set,Anonymous,,,84.241.193.165,0,2020-04-17T14:31:38Z,2020-04-17T14:49:08Z,1,0,0,0,7.5,0.83333333333333,0.25,1,1,4,3,3,7,7,0,0,0,1,1,2,5,5,1,1,1,2,1,2,4,1,1,3,1,4,1,6,6,5,5,3,2,1,1,1,1,5,2,1,1,1,2,Covid-19,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Loon op zand,2,1,2,2,1,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,4,2,3,1,5,6,7,4,3,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,3,5,1,2,2,3,96,,1,Eerst,8,Juni,0,5 cent,5 minuten,47,4,35,0,3,,1,52.329406738281,4.8739013671875,-1
R_1qeSW0a4POzw3cv,Default Response Set,Anonymous,,,62.195.232.15,0,2020-04-17T15:00:05Z,2020-04-17T15:17:57Z,1,3,0.6,0.22360679774998,6,0.85714285714286,0.24397501823713,1,1,2,7,7,7,4,0,0,0,5,5,5,5,5,4,3,4,4,4,4,5,4,3,5,3,4,3,4,4,3,4,5,5,5,3,3,3,3,3,2,2,2,3,Covid19,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,Arcen,2,1,2,2,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,5,4,3,3,4,3,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,5,3,5,2,4,5,89,,1,1e,7,June,"2,7","0,05",5 min.,47 dagen,6,39,0,3,,1,52.944000244141,5.9407043457031,-1
R_3sBTMRUeyBgC7v2,Default Response Set,Anonymous,,,86.86.56.195,0,2020-04-17T15:11:25Z,2020-04-17T15:29:23Z,1,4,0.66666666666667,0.25819888974716,6,0.75,0.26726124191242,1,1,3,7,0,7,7,0,3,0,2,3,7,7,7,3,4,4,4,5,4,4,1,7,7,1,7,4,1,3,5,1,7,5,3,1,1,1,1,7,1,1,4,7,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Loon op zand,2,2,2,3,1,1,3,2,4,1,2,3,4,1,3,1,4,2,3,2,1,4,2,3,4,1,5,4,5,6,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,7,4,6,3,5,5,95,,1,2de,8,Emily,1?,"0,05 aangezien ik de koers van euro 1,10 naar dollar niet weet kan ik dit niet met zekerheid zeggen",5 minuten,47 dagen,5,21,0,3,,1,51.970504760742,6.7194061279297,-1
R_1mVpgIVyuAjo0eF,Default Response Set,Anonymous,,,84.105.216.128,0,2020-04-17T15:38:15Z,2020-04-17T15:42:49Z,1,1.5,0.75,0.35355339059327,4.5,0.75,0.27386127875258,1,1,4,4,2,5,5,2,3,4,2,2,5,6,6,3,4,2,4,4,7,3,1,5,6,5,3,3,5,6,4,2,7,6,4,2,3,5,3,5,3,3,4,5,COVID 19,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,tilburg,2,1,3,1,1,1,1,3,4,2,3,1,2,4,3,1,2,4,1,3,2,4,2,3,4,1,3,3,2,6,5,7,1,3,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,99,1,3,5,5,2,5,4,86,,1,1,7,emily,geen idkk,geen,ge,idk,2,19,1,4,,1,51.636795043945,4.8607940673828,-1
R_scnOsdN4N6IecyR,Default Response Set,Anonymous,,,81.204.130.36,0,2020-04-17T15:56:09Z,2020-04-17T16:09:56Z,1,0,0,0,7,0.77777777777778,0.26352313834736,1,1,0,3,5,1,0,2,2,0,2,2,4,4,3,2,4,4,5,5,4,4,2,2,2,2,2,4,3,3,3,3,4,4,3,1,1,4,5,4,3,2,5,3,Covid-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Rijen,2,1,2,2,1,1,1,3,4,2,4,1,2,3,4,3,2,1,2,3,4,1,4,3,2,1,2,6,6,1,4,4,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,99,1,6,1,1,5,4,84,,1,Tweede,8,Emily,9,0.10,100 min,7,4,30,1,3,,1,51.567199707031,5.0930023193359,-1
R_2WSxutBtNMqPNZ6,Default Response Set,Anonymous,,,213.127.52.247,0,2020-04-17T16:01:40Z,2020-04-17T16:10:28Z,1,0,0,0,4.5,0.75,0.27386127875258,1,1,1,2,5,7,6,2,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,5,2,2,2,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,Huwan,2,2,2,3,1,1,2,3,4,1,2,3,4,1,3,2,4,1,2,3,4,1,2,3,4,1,2,3,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,99,0,6,4,3,2,5,5,85,,1,1,7,Emily,600,"0,10",100,24,4,43,1,3,,1,52.363998413086,4.8912963867188,-1
R_1H5AgKRp618iP8T,Default Response Set,Anonymous,,,80.114.113.44,0,2020-04-17T16:08:52Z,2020-04-17T16:21:13Z,1,3,0.6,0.22360679774998,5,0.71428571428571,0.26726124191242,1,1,0,2,5,3,2,1,2,0,1,3,2,2,2,4,5,5,5,6,6,5,2,3,3,4,5,2,3,3,1,4,3,3,5,5,2,4,5,5,1,2,5,5,COVID-19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,3,3,2,1,1,1,2,4,3,1,2,3,4,2,4,3,1,4,3,2,1,4,3,2,1,6,5,6,7,5,7,5,5,7,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,6,5,5,2,5,5,89,,1,Tweede,8,Emily,"0,027",1.20,100,47,4,32,0,4,,1,51.620803833008,5.4421997070312,-1
R_1pGMmIBbAPik0i1,Default Response Set,Anonymous,,,83.86.39.183,0,2020-04-17T16:20:18Z,2020-04-17T16:34:47Z,1,2,0.66666666666667,0.28867513459481,3.5,0.7,0.27386127875258,1,1,0,2,4,1,2,0,3,0,1,1,2,1,3,2,4,3,3,3,3,4,3,2,1,1,1,1,3,3,1,3,1,2,4,2,1,3,4,4,4,4,4,4,COVID-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Tilburg,1,1,3,3,1,1,2,4,3,1,1,3,2,4,3,1,2,4,4,2,1,3,1,4,2,3,3,4,4,4,3,3,3,4,4,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,99,1,4,4,3,3,5,4,89,,1,Tweede,8,Dat weet je niet,27000cm^3,5 cent,5,47,6,21,0,4,,1,52.18879699707,4.4364929199219,-1
R_1CsycneuEVaIRFI,Default Response Set,Anonymous,,,85.144.187.104,0,2020-04-17T16:58:40Z,2020-04-17T17:09:27Z,1,0,0,0,5.5,0.78571428571429,0.26726124191242,1,1,0,1,0,4,0,0,0,0,3,3,2,1,1,4,4,4,4,4,3,4,3,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,COVID-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Noord-Brabant,2,1,2,3,1,1,1,3,4,2,2,3,4,1,3,2,4,1,4,2,3,1,3,4,2,1,3,2,3,2,2,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,5,3,6,4,4,4,96,,1,Twee,15,Emily,0.3,0.05,5,47 dagen,4,20,0,4,,1,53.247497558594,6.5890045166016,-1
R_3sj1dZtgtQ94u1n,Default Response Set,Anonymous,,,213.127.15.46,0,2020-04-17T17:07:26Z,2020-04-17T17:11:07Z,1,0,0,0,4,1,0,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,COVID19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,China,2,2,2,2,1,1,2,3,4,1,3,1,2,4,1,3,4,2,1,3,2,4,3,1,2,4,1,3,5,4,2,6,4,6,6,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,0,0,4,4,3,5,3,3,85,,2,,,,,,,,NA,20,0,4,,1,52.34260559082,4.8630981445312,-1
R_NUBIKJDO3AoQB7b,Default Response Set,Anonymous,,,89.200.33.46,0,2020-04-17T16:35:48Z,2020-04-17T17:14:54Z,1,3,0.6,0.22360679774998,7,0.77777777777778,0.26352313834736,1,1,6,7,5,7,7,0,0,0,7,5,5,5,5,5,6,7,6,5,6,7,4,4,3,3,4,4,3,4,4,4,3,3,3,3,4,4,5,3,1,1,1,1,Covid19,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Breda,2,1,2,2,1,1,1,3,2,4,1,2,3,4,2,3,4,1,2,3,4,1,2,3,4,1,6,7,5,6,4,4,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,4,4,4,2,1,2,NA,,1,Tweede,8,Emily,"0,3","0,1",5 minuten,47,7,58,0,1,,1,52.362594604492,4.9360046386719,-1
R_2EiAfBRNVIOsTtn,Default Response Set,Anonymous,,,77.164.154.35,0,2020-04-17T17:02:29Z,2020-04-17T17:18:59Z,1,1,1,0,4.5,0.75,0.27386127875258,1,1,0,7,0,7,7,0,7,0,0,3,1,5,5,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,Covid 19,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,Tilburg,2,2,2,1,1,1,4,2,3,1,3,2,4,1,4,2,3,1,4,2,3,1,4,3,2,1,7,6,5,4,4,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,1,3,5,1,1,5,5,96,,1,Tweede,,Emily,1,1,5 min,47,6,39,1,1,,1,52.506393432617,5.4485931396484,-1
R_1H8LRFfITqslDqP,Default Response Set,Anonymous,,,89.98.237.164,0,2020-04-17T17:19:57Z,2020-04-17T17:26:19Z,1,0,0,0,1.5,0.5,0,1,1,7,7,4,1,0,3,7,5,1,4,4,7,1,5,2,7,5,3,6,7,1,5,6,2,7,7,5,4,2,1,7,6,5,3,7,7,1,5,4,7,6,1,?,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,?,3,3,1,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,4,2,1,7,4,5,7,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,0,4,3,1,4,5,3,83,,1,Hh,8,Emily,270 vuil,10 cent,5 minuten,24,5,20,0,5,,1,51.955596923828,5.843505859375,-1
R_2wMIQndY9zpNDGA,Default Response Set,Anonymous,,,145.130.17.23,0,2020-04-17T18:24:46Z,2020-04-17T18:39:12Z,1,2,0.66666666666667,0.28867513459481,3.5,0.875,0.25,1,1,0,0,0,5,6,7,7,7,7,1,1,7,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,1,1,1,7,7,1,1,1,Covid-19,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,Tilburg,1,1,2,1,1,1,1,2,3,4,1,2,3,4,1,2,3,4,1,3,2,4,4,3,1,2,7,7,7,1,4,7,7,7,7,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,99,1,1,7,1,1,1,1,NA,,1,Tweede,8,Juni,30,0.10 euro,5min,24,7,29,0,3,,1,52.498901367188,4.9387054443359,-1
R_2f8nsFVI6mGLzpg,Default Response Set,Anonymous,,,85.147.168.189,0,2020-04-17T11:11:41Z,2020-04-17T18:46:51Z,1,1.5,0.5,0,6.5,0.8125,0.25877458475338,1,1,0,3,0,1,3,0,1,1,1,2,1,2,4,5,6,5,7,5,7,7,1,1,2,1,2,3,3,4,4,5,1,1,7,6,5,6,2,4,4,2,3,3,Covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,Weet ik niet.,2,1,2,2,1,1,3,2,4,1,2,3,4,1,3,2,1,4,1,2,3,4,3,2,1,4,5,4,6,3,1,5,4,6,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,5,1,4,3,4,5,85,,1,Eerste plaats.,8,Emily,27,€1.05,5 min.,47,6,36,0,5,,1,52.090896606445,5.0957946777344,-1
R_3D7xTs0Oppvb5Ba,Default Response Set,Anonymous,,,89.200.36.247,0,2020-04-17T19:33:03Z,2020-04-17T19:49:45Z,1,0,0,0,5.5,0.78571428571429,0.26726124191242,1,1,3,3,2,7,7,5,2,0,4,3,2,5,5,3,4,3,4,5,4,5,4,2,2,5,3,2,7,7,5,7,4,3,5,3,4,4,3,4,1,1,1,1,covid-19,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,noord brabant,1,1,2,2,1,1,1,2,4,3,1,2,4,3,1,4,2,3,2,3,4,1,4,2,3,1,5,4,6,2,3,3,4,5,4,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,99,0,3,4,3,2,5,5,95,,1,eerste plaats,8,Juni,2.7 m3,0.10 dollar,100 min.,24,6,19,0,3,,1,52.082107543945,5.1080017089844,-1
